"","Participant","CategoryStructure","Manipulation","Trials","System","NegativeZ"
"5382",2691,"II","control",173,"Procedural",1
"5383",2692,"RB","task",87,"Explicit",1
"5384",2692,"II","task",NA,NA,1
"5385",2693,"RB","control",28,"Explicit",NA
"5386",2693,"II","control",53,"Explicit",NA
"5387",2694,"RB","task",NA,NA,1
"5388",2694,"II","task",80,"Explicit",NA
"5389",2695,"RB","control",12,"Explicit",NA
"5390",2695,"II","control",25,"Explicit",NA
"5391",2696,"RB","task",92,"Explicit",1
"5392",2696,"II","task",169,"Explicit",1
"5393",2697,"RB","control",22,"Explicit",NA
"5394",2697,"II","control",NA,NA,1
"5395",2698,"RB","task",158,"Procedural",1
"5396",2698,"II","task",58,"Explicit",1
"5397",2699,"RB","control",30,"Explicit",NA
"5398",2699,"II","control",38,"Explicit",NA
"5399",2700,"RB","task",8,"Explicit",NA
"5400",2700,"II","task",68,"Explicit",NA
"5401",2701,"RB","control",8,"Explicit",NA
"5402",2701,"II","control",142,"Procedural",1
"5403",2702,"RB","task",14,"Explicit",NA
"5404",2702,"II","task",179,"Explicit",1
"5405",2703,"RB","control",15,"Explicit",NA
"5406",2703,"II","control",149,"Procedural",1
"5407",2704,"RB","task",123,"Procedural",1
"5408",2704,"II","task",NA,NA,1
"5409",2705,"RB","control",8,"Explicit",NA
"5410",2705,"II","control",63,"Explicit",NA
"5411",2706,"RB","task",42,"Explicit",1
"5412",2706,"II","task",24,"Explicit",NA
"5413",2707,"RB","control",12,"Explicit",NA
"5414",2707,"II","control",135,"Explicit",NA
"5415",2708,"RB","task",8,"Explicit",NA
"5416",2708,"II","task",117,"Explicit",1
"5417",2709,"RB","control",22,"Explicit",NA
"5418",2709,"II","control",48,"Explicit",NA
"5419",2710,"RB","task",22,"Explicit",NA
"5420",2710,"II","task",17,"Explicit",NA
"5421",2711,"RB","control",8,"Explicit",NA
"5422",2711,"II","control",45,"Explicit",NA
"5423",2712,"RB","task",35,"Explicit",NA
"5424",2712,"II","task",29,"Explicit",NA
"5425",2713,"RB","control",8,"Explicit",NA
"5426",2713,"II","control",78,"Procedural",NA
"5427",2714,"RB","task",8,"Explicit",NA
"5428",2714,"II","task",25,"Explicit",NA
"5429",2715,"RB","control",11,"Explicit",NA
"5430",2715,"II","control",146,"Procedural",1
"5431",2716,"RB","task",101,"Procedural",1
"5432",2716,"II","task",42,"Explicit",NA
"5433",2717,"RB","control",8,"Explicit",NA
"5434",2717,"II","control",41,"Explicit",NA
"5435",2718,"RB","task",128,"Explicit",1
"5436",2718,"II","task",50,"Explicit",NA
"5437",2719,"RB","control",20,"Explicit",NA
"5438",2719,"II","control",156,"Explicit",NA
"5439",2720,"RB","task",12,"Explicit",NA
"5440",2720,"II","task",NA,NA,1
"5441",2721,"RB","control",12,"Explicit",NA
"5442",2721,"II","control",34,"Explicit",NA
"5443",2722,"RB","task",151,"Explicit",1
"5444",2722,"II","task",8,"Explicit",NA
"5445",2723,"RB","control",8,"Explicit",NA
"5446",2723,"II","control",169,"Procedural",1
"5447",2724,"RB","task",53,"Explicit",NA
"5448",2724,"II","task",NA,NA,1
"5449",2725,"RB","control",21,"Explicit",NA
"5450",2725,"II","control",NA,NA,1
"5451",2726,"RB","task",8,"Explicit",NA
"5452",2726,"II","task",14,"Explicit",NA
"5453",2727,"RB","control",13,"Explicit",NA
"5454",2727,"II","control",71,"Explicit",NA
"5455",2728,"RB","task",8,"Explicit",NA
"5456",2728,"II","task",146,"Explicit",1
"5457",2729,"RB","control",30,"Explicit",NA
"5458",2729,"II","control",145,"Explicit",1
"5459",2730,"RB","task",52,"Explicit",NA
"5460",2730,"II","task",17,"Explicit",NA
"5461",2731,"RB","control",9,"Explicit",NA
"5462",2731,"II","control",180,"Explicit",NA
"5463",2732,"RB","task",62,"Explicit",1
"5464",2732,"II","task",50,"Explicit",NA
"5465",2733,"RB","control",22,"Explicit",NA
"5466",2733,"II","control",53,"Explicit",NA
"5467",2734,"RB","task",60,"Explicit",1
"5468",2734,"II","task",35,"Explicit",NA
"5469",2735,"RB","control",17,"Explicit",NA
"5470",2735,"II","control",50,"Explicit",NA
"5471",2736,"RB","task",125,"Explicit",1
"5472",2736,"II","task",68,"Explicit",NA
"5473",2737,"RB","control",11,"Explicit",NA
"5474",2737,"II","control",132,"Explicit",1
"5475",2738,"RB","task",NA,NA,1
"5476",2738,"II","task",84,"Explicit",1
"5477",2739,"RB","control",10,"Explicit",NA
"5478",2739,"II","control",28,"Explicit",NA
"5479",2740,"RB","task",149,"Explicit",1
"5480",2740,"II","task",10,"Explicit",NA
"5481",2741,"RB","control",27,"Explicit",NA
"5482",2741,"II","control",52,"Explicit",NA
"5483",2742,"RB","task",8,"Explicit",NA
"5484",2742,"II","task",8,"Explicit",NA
"5485",2743,"RB","control",32,"Explicit",NA
"5486",2743,"II","control",28,"Explicit",NA
"5487",2744,"RB","task",104,"Explicit",1
"5488",2744,"II","task",106,"Explicit",1
"5489",2745,"RB","control",8,"Explicit",NA
"5490",2745,"II","control",33,"Explicit",NA
"5491",2746,"RB","task",31,"Explicit",NA
"5492",2746,"II","task",8,"Explicit",NA
"5493",2747,"RB","control",9,"Explicit",NA
"5494",2747,"II","control",116,"Explicit",NA
"5495",2748,"RB","task",71,"Explicit",1
"5496",2748,"II","task",162,"Explicit",1
"5497",2749,"RB","control",28,"Explicit",NA
"5498",2749,"II","control",59,"Explicit",NA
"5499",2750,"RB","task",61,"Explicit",1
"5500",2750,"II","task",20,"Explicit",NA
"5501",2751,"RB","control",15,"Explicit",NA
"5502",2751,"II","control",53,"Explicit",NA
"5503",2752,"RB","task",8,"Explicit",NA
"5504",2752,"II","task",28,"Explicit",NA
"5505",2753,"RB","control",20,"Explicit",NA
"5506",2753,"II","control",159,"Explicit",1
"5507",2754,"RB","task",NA,NA,1
"5508",2754,"II","task",16,"Explicit",NA
"5509",2755,"RB","control",8,"Explicit",NA
"5510",2755,"II","control",11,"Explicit",NA
"5511",2756,"RB","task",8,"Explicit",NA
"5512",2756,"II","task",70,"Explicit",NA
"5513",2757,"RB","control",13,"Explicit",NA
"5514",2757,"II","control",44,"Explicit",NA
"5515",2758,"RB","task",8,"Explicit",NA
"5516",2758,"II","task",21,"Explicit",NA
"5517",2759,"RB","control",15,"Explicit",NA
"5518",2759,"II","control",46,"Explicit",NA
"5519",2760,"RB","task",25,"Explicit",NA
"5520",2760,"II","task",143,"Procedural",1
"5521",2761,"RB","control",12,"Explicit",NA
"5522",2761,"II","control",17,"Explicit",NA
"5523",2762,"RB","task",8,"Explicit",NA
"5524",2762,"II","task",65,"Explicit",NA
"5525",2763,"RB","control",22,"Explicit",NA
"5526",2763,"II","control",8,"Explicit",NA
"5527",2764,"RB","task",17,"Explicit",NA
"5528",2764,"II","task",58,"Explicit",1
"5529",2765,"RB","control",11,"Explicit",NA
"5530",2765,"II","control",173,"Explicit",1
"5531",2766,"RB","task",62,"Explicit",1
"5532",2766,"II","task",64,"Explicit",NA
"5533",2767,"RB","control",17,"Explicit",NA
"5534",2767,"II","control",31,"Explicit",NA
"5535",2768,"RB","task",177,"Procedural",1
"5536",2768,"II","task",37,"Explicit",NA
"5537",2769,"RB","control",9,"Explicit",NA
"5538",2769,"II","control",17,"Explicit",NA
"5539",2770,"RB","task",8,"Explicit",NA
"5540",2770,"II","task",51,"Explicit",NA
"5541",2771,"RB","control",21,"Explicit",NA
"5542",2771,"II","control",20,"Explicit",NA
"5543",2772,"RB","task",100,"Procedural",1
"5544",2772,"II","task",58,"Explicit",NA
"5545",2773,"RB","control",8,"Explicit",NA
"5546",2773,"II","control",16,"Explicit",NA
"5547",2774,"RB","task",8,"Explicit",NA
"5548",2774,"II","task",33,"Explicit",NA
"5549",2775,"RB","control",10,"Explicit",NA
"5550",2775,"II","control",57,"Explicit",NA
"5551",2776,"RB","task",65,"Explicit",1
"5552",2776,"II","task",96,"Explicit",1
"5553",2777,"RB","control",9,"Explicit",NA
"5554",2777,"II","control",NA,NA,1
"5555",2778,"RB","task",156,"Procedural",1
"5556",2778,"II","task",8,"Explicit",NA
"5557",2779,"RB","control",9,"Explicit",NA
"5558",2779,"II","control",65,"Explicit",NA
"5559",2780,"RB","task",146,"Procedural",1
"5560",2780,"II","task",28,"Explicit",NA
"5561",2781,"RB","control",31,"Explicit",NA
"5562",2781,"II","control",43,"Explicit",NA
"5563",2782,"RB","task",8,"Explicit",NA
"5564",2782,"II","task",35,"Explicit",NA
"5565",2783,"RB","control",23,"Explicit",NA
"5566",2783,"II","control",NA,NA,1
"5567",2784,"RB","task",8,"Explicit",NA
"5568",2784,"II","task",38,"Explicit",NA
"5569",2785,"RB","control",32,"Explicit",NA
"5570",2785,"II","control",NA,NA,1
"5571",2786,"RB","task",NA,NA,1
"5572",2786,"II","task",17,"Explicit",NA
"5573",2787,"RB","control",8,"Explicit",NA
"5574",2787,"II","control",37,"Explicit",NA
"5575",2788,"RB","task",8,"Explicit",NA
"5576",2788,"II","task",21,"Explicit",NA
"5577",2789,"RB","control",24,"Explicit",NA
"5578",2789,"II","control",32,"Explicit",NA
"5579",2790,"RB","task",20,"Explicit",NA
"5580",2790,"II","task",65,"Explicit",NA
"5581",2791,"RB","control",8,"Explicit",NA
"5582",2791,"II","control",138,"Explicit",NA
"5583",2792,"RB","task",93,"Explicit",1
"5584",2792,"II","task",21,"Explicit",NA
"5585",2793,"RB","control",16,"Explicit",NA
"5586",2793,"II","control",130,"Explicit",1
"5587",2794,"RB","task",73,"Procedural",1
"5588",2794,"II","task",47,"Explicit",NA
"5589",2795,"RB","control",15,"Explicit",NA
"5590",2795,"II","control",NA,NA,1
"5591",2796,"RB","task",94,"Procedural",1
"5592",2796,"II","task",13,"Explicit",NA
"5593",2797,"RB","control",16,"Explicit",NA
"5594",2797,"II","control",17,"Explicit",NA
"5595",2798,"RB","task",43,"Explicit",1
"5596",2798,"II","task",64,"Explicit",NA
"5597",2799,"RB","control",17,"Explicit",NA
"5598",2799,"II","control",14,"Explicit",NA
"5599",2800,"RB","task",NA,NA,1
"5600",2800,"II","task",62,"Explicit",NA
"5601",2801,"RB","control",19,"Explicit",NA
"5602",2801,"II","control",112,"Procedural",1
"5603",2802,"RB","task",76,"Explicit",NA
"5604",2802,"II","task",130,"Explicit",1
"5605",2803,"RB","control",21,"Explicit",NA
"5606",2803,"II","control",20,"Explicit",NA
"5607",2804,"RB","task",134,"Explicit",1
"5608",2804,"II","task",129,"Explicit",1
"5609",2805,"RB","control",16,"Explicit",NA
"5610",2805,"II","control",91,"Explicit",1
"5611",2806,"RB","task",92,"Procedural",1
"5612",2806,"II","task",58,"Explicit",NA
"5613",2807,"RB","control",10,"Explicit",NA
"5614",2807,"II","control",160,"Explicit",NA
"5615",2808,"RB","task",142,"Explicit",1
"5616",2808,"II","task",21,"Explicit",NA
"5617",2809,"RB","control",12,"Explicit",NA
"5618",2809,"II","control",67,"Explicit",NA
"5619",2810,"RB","task",115,"Explicit",1
"5620",2810,"II","task",19,"Explicit",NA
"5621",2811,"RB","control",8,"Explicit",NA
"5622",2811,"II","control",24,"Explicit",NA
"5623",2812,"RB","task",22,"Explicit",NA
"5624",2812,"II","task",34,"Explicit",NA
"5625",2813,"RB","control",15,"Explicit",NA
"5626",2813,"II","control",42,"Explicit",NA
"5627",2814,"RB","task",8,"Explicit",NA
"5628",2814,"II","task",31,"Explicit",NA
"5629",2815,"RB","control",9,"Explicit",NA
"5630",2815,"II","control",21,"Explicit",NA
"5631",2816,"RB","task",156,"Explicit",1
"5632",2816,"II","task",68,"Explicit",NA
"5633",2817,"RB","control",8,"Explicit",NA
"5634",2817,"II","control",20,"Explicit",NA
"5635",2818,"RB","task",118,"Procedural",1
"5636",2818,"II","task",137,"Explicit",1
"5637",2819,"RB","control",13,"Explicit",NA
"5638",2819,"II","control",109,"Explicit",NA
"5639",2820,"RB","task",8,"Explicit",NA
"5640",2820,"II","task",30,"Explicit",NA
"5641",2821,"RB","control",8,"Explicit",NA
"5642",2821,"II","control",NA,NA,1
"5643",2822,"RB","task",19,"Explicit",NA
"5644",2822,"II","task",92,"Explicit",NA
"5645",2823,"RB","control",15,"Explicit",NA
"5646",2823,"II","control",NA,NA,1
"5647",2824,"RB","task",23,"Explicit",NA
"5648",2824,"II","task",53,"Explicit",NA
"5649",2825,"RB","control",19,"Explicit",NA
"5650",2825,"II","control",61,"Explicit",NA
"5651",2826,"RB","task",96,"Procedural",1
"5652",2826,"II","task",37,"Explicit",NA
"5653",2827,"RB","control",8,"Explicit",NA
"5654",2827,"II","control",20,"Explicit",NA
"5655",2828,"RB","task",8,"Explicit",NA
"5656",2828,"II","task",130,"Explicit",1
"5657",2829,"RB","control",28,"Explicit",NA
"5658",2829,"II","control",53,"Explicit",NA
"5659",2830,"RB","task",29,"Explicit",NA
"5660",2830,"II","task",68,"Explicit",NA
"5661",2831,"RB","control",13,"Explicit",NA
"5662",2831,"II","control",150,"Explicit",1
"5663",2832,"RB","task",8,"Explicit",NA
"5664",2832,"II","task",123,"Procedural",1
"5665",2833,"RB","control",8,"Explicit",NA
"5666",2833,"II","control",NA,NA,1
"5667",2834,"RB","task",34,"Explicit",NA
"5668",2834,"II","task",16,"Explicit",NA
"5669",2835,"RB","control",13,"Explicit",NA
"5670",2835,"II","control",24,"Explicit",NA
"5671",2836,"RB","task",45,"Explicit",NA
"5672",2836,"II","task",NA,NA,1
"5673",2837,"RB","control",12,"Explicit",NA
"5674",2837,"II","control",199,"Explicit",NA
"5675",2838,"RB","task",54,"Explicit",1
"5676",2838,"II","task",22,"Explicit",NA
"5677",2839,"RB","control",14,"Explicit",NA
"5678",2839,"II","control",111,"Explicit",1
"5679",2840,"RB","task",78,"Explicit",1
"5680",2840,"II","task",21,"Explicit",NA
"5681",2841,"RB","control",8,"Explicit",NA
"5682",2841,"II","control",54,"Explicit",NA
"5683",2842,"RB","task",8,"Explicit",NA
"5684",2842,"II","task",28,"Explicit",NA
"5685",2843,"RB","control",10,"Explicit",NA
"5686",2843,"II","control",39,"Explicit",NA
"5687",2844,"RB","task",55,"Explicit",NA
"5688",2844,"II","task",67,"Explicit",NA
"5689",2845,"RB","control",24,"Explicit",NA
"5690",2845,"II","control",19,"Explicit",NA
"5691",2846,"RB","task",53,"Explicit",1
"5692",2846,"II","task",16,"Explicit",NA
"5693",2847,"RB","control",8,"Explicit",NA
"5694",2847,"II","control",NA,NA,1
"5695",2848,"RB","task",8,"Explicit",NA
"5696",2848,"II","task",16,"Explicit",NA
"5697",2849,"RB","control",21,"Explicit",NA
"5698",2849,"II","control",29,"Explicit",NA
"5699",2850,"RB","task",8,"Explicit",NA
"5700",2850,"II","task",95,"Explicit",1
"5701",2851,"RB","control",18,"Explicit",NA
"5702",2851,"II","control",131,"Procedural",NA
"5703",2852,"RB","task",8,"Explicit",NA
"5704",2852,"II","task",195,"Explicit",1
"5705",2853,"RB","control",19,"Explicit",NA
"5706",2853,"II","control",9,"Explicit",NA
"5707",2854,"RB","task",8,"Explicit",NA
"5708",2854,"II","task",49,"Explicit",NA
"5709",2855,"RB","control",14,"Explicit",NA
"5710",2855,"II","control",54,"Explicit",NA
"5711",2856,"RB","task",8,"Explicit",NA
"5712",2856,"II","task",20,"Explicit",NA
"5713",2857,"RB","control",9,"Explicit",NA
"5714",2857,"II","control",33,"Explicit",NA
"5715",2858,"RB","task",13,"Explicit",NA
"5716",2858,"II","task",33,"Explicit",NA
"5717",2859,"RB","control",9,"Explicit",NA
"5718",2859,"II","control",154,"Explicit",1
"5719",2860,"RB","task",8,"Explicit",NA
"5720",2860,"II","task",69,"Explicit",NA
"5721",2861,"RB","control",11,"Explicit",NA
"5722",2861,"II","control",NA,NA,1
"5723",2862,"RB","task",8,"Explicit",NA
"5724",2862,"II","task",14,"Explicit",NA
"5725",2863,"RB","control",16,"Explicit",NA
"5726",2863,"II","control",37,"Explicit",NA
"5727",2864,"RB","task",67,"Explicit",1
"5728",2864,"II","task",66,"Explicit",NA
"5729",2865,"RB","control",8,"Explicit",NA
"5730",2865,"II","control",NA,NA,1
"5731",2866,"RB","task",12,"Explicit",NA
"5732",2866,"II","task",87,"Explicit",NA
"5733",2867,"RB","control",13,"Explicit",NA
"5734",2867,"II","control",15,"Explicit",NA
"5735",2868,"RB","task",53,"Explicit",1
"5736",2868,"II","task",11,"Explicit",NA
"5737",2869,"RB","control",41,"Explicit",NA
"5738",2869,"II","control",80,"Explicit",NA
"5739",2870,"RB","task",46,"Explicit",1
"5740",2870,"II","task",42,"Explicit",NA
"5741",2871,"RB","control",25,"Explicit",NA
"5742",2871,"II","control",NA,NA,1
"5743",2872,"RB","task",191,"Procedural",1
"5744",2872,"II","task",11,"Explicit",NA
"5745",2873,"RB","control",19,"Explicit",NA
"5746",2873,"II","control",22,"Explicit",NA
"5747",2874,"RB","task",16,"Explicit",NA
"5748",2874,"II","task",26,"Explicit",NA
"5749",2875,"RB","control",16,"Explicit",NA
"5750",2875,"II","control",34,"Explicit",NA
"5751",2876,"RB","task",8,"Explicit",NA
"5752",2876,"II","task",138,"Explicit",1
"5753",2877,"RB","control",12,"Explicit",NA
"5754",2877,"II","control",35,"Explicit",NA
"5755",2878,"RB","task",32,"Explicit",NA
"5756",2878,"II","task",52,"Explicit",NA
"5757",2879,"RB","control",12,"Explicit",NA
"5758",2879,"II","control",62,"Explicit",NA
"5759",2880,"RB","task",13,"Explicit",NA
"5760",2880,"II","task",56,"Explicit",NA
"5761",2881,"RB","control",10,"Explicit",NA
"5762",2881,"II","control",39,"Explicit",NA
"5763",2882,"RB","task",14,"Explicit",NA
"5764",2882,"II","task",21,"Explicit",NA
"5765",2883,"RB","control",14,"Explicit",NA
"5766",2883,"II","control",131,"Explicit",1
"5767",2884,"RB","task",37,"Explicit",1
"5768",2884,"II","task",107,"Explicit",1
"5769",2885,"RB","control",8,"Explicit",NA
"5770",2885,"II","control",19,"Explicit",NA
"5771",2886,"RB","task",8,"Explicit",NA
"5772",2886,"II","task",65,"Explicit",NA
"5773",2887,"RB","control",12,"Explicit",NA
"5774",2887,"II","control",45,"Explicit",NA
"5775",2888,"RB","task",10,"Explicit",NA
"5776",2888,"II","task",37,"Explicit",NA
"5777",2889,"RB","control",10,"Explicit",NA
"5778",2889,"II","control",42,"Explicit",NA
"5779",2890,"RB","task",70,"Explicit",1
"5780",2890,"II","task",22,"Explicit",NA
"5781",2891,"RB","control",8,"Explicit",NA
"5782",2891,"II","control",80,"Explicit",NA
"5783",2892,"RB","task",114,"Explicit",1
"5784",2892,"II","task",34,"Explicit",NA
"5785",2893,"RB","control",8,"Explicit",NA
"5786",2893,"II","control",8,"Explicit",NA
"5787",2894,"RB","task",8,"Explicit",NA
"5788",2894,"II","task",48,"Explicit",NA
"5789",2895,"RB","control",8,"Explicit",NA
"5790",2895,"II","control",87,"Procedural",NA
"5791",2896,"RB","task",8,"Explicit",NA
"5792",2896,"II","task",51,"Explicit",NA
"5793",2897,"RB","control",33,"Explicit",NA
"5794",2897,"II","control",84,"Explicit",NA
"5795",2898,"RB","task",62,"Explicit",1
"5796",2898,"II","task",90,"Explicit",1
"5797",2899,"RB","control",9,"Explicit",NA
"5798",2899,"II","control",193,"Procedural",1
"5799",2900,"RB","task",NA,NA,1
"5800",2900,"II","task",91,"Explicit",1
"5801",2901,"RB","control",8,"Explicit",NA
"5802",2901,"II","control",88,"Explicit",NA
"5803",2902,"RB","task",75,"Explicit",1
"5804",2902,"II","task",105,"Explicit",1
"5805",2903,"RB","control",20,"Explicit",NA
"5806",2903,"II","control",35,"Explicit",NA
"5807",2904,"RB","task",27,"Explicit",NA
"5808",2904,"II","task",27,"Explicit",NA
"5809",2905,"RB","control",15,"Explicit",NA
"5810",2905,"II","control",29,"Explicit",NA
"5811",2906,"RB","task",47,"Explicit",1
"5812",2906,"II","task",98,"Explicit",NA
"5813",2907,"RB","control",17,"Explicit",NA
"5814",2907,"II","control",18,"Explicit",NA
"5815",2908,"RB","task",NA,NA,1
"5816",2908,"II","task",56,"Explicit",1
"5817",2909,"RB","control",9,"Explicit",NA
"5818",2909,"II","control",52,"Explicit",NA
"5819",2910,"RB","task",36,"Explicit",NA
"5820",2910,"II","task",23,"Explicit",NA
"5821",2911,"RB","control",50,"Explicit",NA
"5822",2911,"II","control",NA,NA,1
"5823",2912,"RB","task",175,"Procedural",1
"5824",2912,"II","task",19,"Explicit",NA
"5825",2913,"RB","control",8,"Explicit",NA
"5826",2913,"II","control",12,"Explicit",NA
"5827",2914,"RB","task",8,"Explicit",NA
"5828",2914,"II","task",33,"Explicit",NA
"5829",2915,"RB","control",19,"Explicit",NA
"5830",2915,"II","control",98,"Explicit",NA
"5831",2916,"RB","task",153,"Explicit",1
"5832",2916,"II","task",29,"Explicit",NA
"5833",2917,"RB","control",26,"Explicit",NA
"5834",2917,"II","control",12,"Explicit",NA
"5835",2918,"RB","task",102,"Procedural",1
"5836",2918,"II","task",39,"Explicit",NA
"5837",2919,"RB","control",8,"Explicit",NA
"5838",2919,"II","control",99,"Explicit",NA
"5839",2920,"RB","task",8,"Explicit",NA
"5840",2920,"II","task",48,"Explicit",NA
"5841",2921,"RB","control",29,"Explicit",NA
"5842",2921,"II","control",34,"Explicit",NA
"5843",2922,"RB","task",183,"Procedural",1
"5844",2922,"II","task",26,"Explicit",NA
"5845",2923,"RB","control",10,"Explicit",NA
"5846",2923,"II","control",98,"Explicit",NA
"5847",2924,"RB","task",169,"Explicit",1
"5848",2924,"II","task",44,"Explicit",NA
"5849",2925,"RB","control",18,"Explicit",NA
"5850",2925,"II","control",50,"Explicit",NA
"5851",2926,"RB","task",NA,NA,1
"5852",2926,"II","task",109,"Explicit",NA
"5853",2927,"RB","control",8,"Explicit",NA
